"","ID","Time","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
"1",200100,133283,-0.0182235439228543,1.04638669400612,0.307302070636583,0.882481711092849,1.00231432866592,-0.235290522758141,1.05254244676118,-0.627469217298872,-0.476886306369288,0.308337363643424,1.39588780225007,-0.0238980915707972,0.122542876964489,-0.949353719738679,1.60323388976809,-0.87776167271606,0.854130218107931,1.43548972614289,2.6889293565976,0.349305984316802,0.23988749789961,1.17724387677117,-0.540845156872487,-0.414665374984802,-0.178517582779379,0.255554350976815,-0.36581216127387,-0.278475652847479,15.55,"Nao"
"2",197915,132235,-1.00214784566579,0.806109029612317,2.79755032280857,4.26993822773454,-0.138641764534185,1.64174394368821,-0.150809453198988,0.300641697040063,-0.75471926821678,1.88401786159671,-1.89370905320276,-1.61802753422823,-0.391113177681478,-0.601136651852421,1.61374994963304,0.736218212823868,-0.462954973497621,1.22103190934761,1.11163122362716,0.562414073593682,0.0353269774632816,0.583284491172319,-0.11900059821283,-0.745632015093768,0.158749218022433,0.596469036284511,0.385511982143897,-0.00355118845572719,80.62,"Nao"
"3",22749,32415,-0.696353311995593,0.359000273734887,-0.334747845487708,-1.07372939527519,3.7706575792555,2.77747360943369,0.633839074799343,0.547536927029647,-0.764863442868226,-0.320229159633078,-0.327950599971389,-0.362759167456794,-0.307077938579576,0.404262033762818,0.262249053611264,0.17303084037072,-1.15649930750944,0.171084432353683,-0.421942290668826,0.134974141983717,0.0327237280829869,-0.0534796745106876,-0.317365811383006,0.995838941695948,0.511150581270847,-0.483514011599528,-0.104330107249989,-0.110463382471371,1,"Nao"
"4",269369,163640,2.05876502692729,0.0789213386745161,-1.84757182693151,0.214459366376312,0.636569963213325,-0.343861631148748,0.0570810791421096,-0.0504367182925702,0.29932552374838,-0.201230524686549,0.745511104749695,0.572806729694131,-0.209985769368055,-0.619669380534982,-0.439165012970813,0.636254841308291,0.098552437723823,0.343768312876756,0.488071804133129,-0.148880209193267,-0.340966221901336,-0.923546964484706,0.283206624630894,0.092643089473911,-0.245939062501227,0.178733701288646,-0.0686979726130443,-0.045048881160858,1.79,"Nao"
"5",142813,84953,-0.906175395878945,-0.153410324232854,0.953595603519686,-0.861451461426407,0.258651290665545,-0.700645142582446,0.939717958402315,0.0724396101547401,-0.62449311681472,-0.672307038116643,1.44107973987686,0.207000233058569,-1.21163877714697,0.684873894664202,-0.133015006719255,0.145540323066606,-0.318841670693484,-0.388236429161646,-0.683453041448915,0.193158132725371,0.183120498065542,0.0574218629791661,0.267548082136087,0.246045276313497,-0.0297611477755775,0.844897569525625,-0.148210164454832,0.00495961958043747,139.82,"Nao"
"6",105926,69750,-0.42102640347387,-0.443373396928605,2.14341975103962,-1.22123439762926,-1.64363946335213,0.552691076690399,-0.296937565626013,0.165757071666767,0.2747682476989,-0.242673420069445,-1.96135389786614,0.147931500993689,0.463644855514846,-1.42761019779381,-1.94451737393127,-1.48464462257582,0.104551560536239,1.0767750856548,-0.785118508618723,-0.546280997192144,-0.316783894631833,-0.0612735069608409,0.0698862651947715,0.101680405957834,-0.911614759688896,0.836322954766379,0.0982934993172424,0.159707968372992,105,"Nao"
"7",170769,120342,-2.71185769842333,-1.32086004238685,-2.29463862806016,0.335534610197763,1.47905852458245,-1.2163974386409,-0.212818742376539,0.587649994630101,0.221245371604344,-0.61399352907594,-0.202851658461428,-0.500311571760775,-1.37281721744282,-0.000414201670792293,0.505834213984812,1.08072040753898,0.110215818774594,1.67755639779448,0.734468904227092,-1.96206153543844,-0.177926298330734,1.04496155281464,1.79402178862738,-1.25646146654617,0.334313636996777,0.0181460921985891,0.183978470182043,-0.592037879863607,46.5,"Nao"
"8",121684,76279,-1.68536757880786,-1.00868086327347,1.50660981842606,0.153952554295702,1.44062418214357,-1.10567195767759,-0.196116150317265,-0.117691502212955,0.722342526172753,-0.142707625117068,-0.750525445734975,-0.131887770836446,-1.01646463251395,-0.299009172361145,-0.369191915721887,-0.380922868335116,-0.0751675108363749,-1.01299669579805,-0.612306083264593,-0.345500952982823,-0.203609897884942,-0.301465490301661,0.0746163736416089,0.0784125550278471,-0.891370038173276,-0.107672526745753,-0.321522759041862,0.308455550268053,9.99,"Nao"
"9",36322,38488,-0.3717741320849,0.906866582989651,1.92222588736463,0.0721838935016892,-0.268177749144289,-1.17390618233522,0.903029001009078,-0.285680543364168,-0.190009665140087,-0.0892363906412906,0.0571502892131255,-0.311174494410218,-0.735640455904354,0.0955873116497098,0.911030510379308,-0.00772671432747432,-0.26669706604794,-0.470615329290531,-0.180821099465374,0.128773886819284,-0.246834044697014,-0.524050851739473,0.0332405169383518,0.880020321006217,-0.309978754631533,0.0116488526887011,0.0951430116908069,-0.097380913557836,11.87,"Nao"
"10",182843,125570,-0.567304780771889,1.10447862904072,-0.334525379574738,-0.768348472069708,0.11440274397518,-0.700070141090542,0.48690664853112,0.46065045636402,-0.0710240423774277,-0.127215034831323,0.149155391334503,0.222505676050627,-1.20674220907315,0.784745378375538,-0.963279072948111,0.362399206777727,-0.545913958665399,0.027431003788428,0.298737391229999,-0.0821886067678278,-0.234468096472485,-0.655877817057246,0.0921055397166597,-0.380147985247271,-0.445352245850202,0.151991297974815,0.227936079553074,0.0654141806793644,15.99,"Nao"
"11",87754,61820,-0.614393153579502,0.681583248250072,1.59785179013709,0.651270399135278,0.109747654601064,1.21767685164236,0.263997008446097,0.345006123262084,0.228781093692607,-0.316744384339036,0.0984181529820004,0.812318827145915,-0.23255927458286,-0.429498612437487,-1.54594434369162,-0.522499606319793,-0.0684601925913547,-0.0192409578514249,0.439557856834342,-0.167836489134513,0.0165349967955882,0.284528821532456,-0.275843514523685,-0.63948022185146,0.222777887109096,-0.297054743628081,-0.158836684577049,0.00137286052242935,38,"Nao"
"12",235315,148337,-2.33206864500942,-1.29612090027179,1.34207533789362,-0.628106813440217,1.09758374030966,-0.577227740427572,-0.22425026051386,0.0511457913102202,0.64285651511977,-0.447887245986338,0.439745074898131,0.917258911417115,0.49749932073246,-0.386198797886559,-0.401690035945086,0.344060245267735,-0.941647351316859,0.71525899749555,0.272159982568686,-0.595368616602721,0.127781798721569,1.0446857835659,0.527723915544466,-0.336973385149467,0.225914993221491,0.139075211312267,-0.248294527624544,0.507295864381622,2.88,"Nao"
"13",213840,139419,-0.0608391582062626,0.841201715518878,0.563304560036245,0.741462575596884,0.647489491025366,-0.501031678117182,0.885472472526329,-0.134918071606038,-0.0838161507066466,-0.403187412859575,-1.43636895549934,0.0463890199827603,-0.19403894409428,0.0465567680336208,-0.860585344234415,-0.76161004867695,-0.109860327306056,-0.14380739843763,0.0860988650283285,-0.175881356697206,0.246774330821238,0.989413957679048,-0.219465013741518,-0.0617871371272076,-0.414864544982891,-0.513713191671299,0.26000817102699,0.224211535358563,1.93,"Nao"
"14",221398,142554,-0.360383986777945,1.22847728114311,0.00836859183362567,0.249981459920222,0.509555715637533,-1.31627863047763,1.15296804978868,-0.449444388408965,-0.37984025855479,-0.783406560169272,0.102401078471182,0.0953641524038632,0.553034197488986,-1.00795766431622,1.07734602092221,-0.450007812719223,0.952772747303231,0.5304492630033,0.33830697854441,-0.0206484653803846,0.366325982244853,1.18081487490806,-0.273905310457313,0.363980491124724,-0.315881862957832,-0.0543486168033616,-0.0399963635895113,0.237548945910638,35.5,"Nao"
